Product Name,Price,Description,Image URLs,Product URL,In House Label,Categories,Category Rankings
Man Wellness,$41.00 USD,"Advanced Vitamin & Mineral Supplement Designed for Men*
Man Wellness
™
for Men
is a comprehensive multiple vitamin, mineral and herbal supplement, with select amino acids, designed specifically to support the unique nutritional requirements of men.*
This foundation multiple formula, in easy-to-swallow vegetable capsules, delivers select nutrients to support the prostate, liver and adrenals along with broad-spectrum antioxidant support.* It also features patented Albion
™
TRAACS
™
amino acid chelates for optimal mineral absorption.*
Key Benefits:
● Support for Poor Dietary Nutrient Intake*
● Antioxidant Support*
● Detoxification Support*
● Prostate Support*
● Nutrients to Support a Stressful Lifestyle*
● Copper and Iron Free
Four Capsules Contain:
Vitamin A (85% [8,500 IU] retinyl palmitate, 15% [1,500 IU] natural mixed carotenoids) (10,000 IU)
3000 mcg RAE
Vitamin C (as potassium ascorbate, magnesium ascorbate, calcium ascorbate, zinc ascorbate)
250 mg
Vitamin D3 (as cholecalciferol) (400 IU)
10 mcg
Vitamin E (as d-alpha tocopherol succinate) (100 IU)
67 mg
Thiamin (Vitamin B1) (as thiamin mononitrate)
20 mg
Riboflavin (Vitamin B2) (as riboflavin, riboflavin-5’-phosphate)
20 mg
Niacin (as niacinamide and niacin)
60 mg
Vitamin B6 (as pyridoxal-5'-phosphate)
20 mg
Folate (as 200 mcg (6S)-5-methyltetrahydrofolic acid,
340 mcg
glucosamine salt)
†
†
†
Vitamin B12 (as methylcobalamin)
600 mcg
Biotin
1000 mcg
Pantothenic Acid (as d-calcium pantothenate)
200 mg
Choline (as choline bitartrate)
40 mg
Calcium (as di-calcium malate
†
†
, calcium bisglycinate chelate buffered
†
,
100 mg
calcium ascorbate)
Phosphorus (as pyridoxal-5'-phosphate, riboflavin-5'-phosphate)
10 mg
Iodine (as potassium iodide)
100 mcg
Magnesium
200 mg
Zinc (as zinc glycinate chelate
†
, zinc ascorbate)
15 mg
Selenium (as selenium chelate)
100 mcg
Manganese (as manganese glycinate chelate)
†
0.50 mg
Chromium (as chromium nicotinate glycinate chelate)
†
500 mcg
Molybdenum (as molybdenum glycinate chelate)
†
50 mcg
Potassium (as potassium citrate, potassium ascorbate)
99 mg
Pumpkin (Cucurbita pepo) (seed) extract
50 mg
Saw Palmetto (Serenoa repens) (berry) extract
50 mg
N-Acetyl L-Carnitine hydrochloride
50 mg
N-Acetyl L-Cysteine (NAC)
50 mg
Inositol
40 mg
L-Glycine
30 mg
L-Taurine
30 mg
Tribulus terrestris (aerial parts) extract
30 mg
L-Glutamic Acid
25 mg
L-Alanine
25 mg
Asian Ginseng (Panax ginseng) (root)
25 mg
L-Lysine Hydrochloride
20 mg
Para-Aminobenzoic Acid (PABA)
20 mg
Rutin
16 mg
Hesperidin
16 mg
Quercetin
12 mg
R-Alpha Lipoic Acid
10 mg
Lutein
75 mcg
Other Ingredients:
Hydroxypropyl methylcellulose (vegetable capsule), magnesium oxide (buffering agent), magnesium stearate (vegetable), silica.
Does Not Contain:
Milk, eggs, fish, shellfish, tree nuts, peanuts, wheat, soy.
Caution:
Excess vitamin A intake may be toxic and may increase the risk of birth defects. It is also recommended that children under four should not regularly consume more than 750 mcg RAE (2,500 IU) per day. Keep out of reach of children.
Storage:
Keep tightly closed in a cool, dry place.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/manwellness.jpg; https://wellnessshoppes.com/cdn/shop/products/manwellnessing.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/man-wellness,True,[],[]
Melatonin 3 mg sublingual,$11.00 USD,"Size: 90 Quick Dissolving Lozenges
Melatonin 3 mg.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/melatonin.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/melatonin-3-mg-sublingual-dougl,True,[],[]
Mineral Balance,$45.00 USD,"Mineral Balance 120 Vegetarian Capsules
Mineral Balance contains highly absorbable and balanced multi-mineral formula, is composed exclusively of Albion
®
’s patented and fully reacted mineral amino acid chelates, malates, and mineral complexes.*
Supports Mineral Repletion*
Supports the Consumption of a Mineral-Rich Diet*
Supports Sports Nutrition*
Supplement Facts
Serving Size: 2 Capsules
Amount Per Serving
% Daily Value
Calcium (as DimaCal
®
di-calcium malate and TRAACS
®
calcium glycinate chelate)
150 mg
15%
Iodine (as potassium iodide)
75 mcg
50%
Magnesium (as Albion
®
di-magnesium malate and TRAACS
®
magnesium lysyl glycinate chelate)
100 mg
25%
Zinc (as TRAACS
®
zinc bisglycinate chelate)
15 mg
100%
Selenium (as Albion
®
selenium glycinate complex)
60 mcg
86%
Copper (as TRAACS
®
copper bisglycinate chelate)
1.5 mg
75%
Manganese (as TRAACS
®
manganese bisglycinate chelate)
2 mg
100%
Chromium (as TRAACS
®
chromium nicotinate glycinate chelate)
75 mcg
63%
Molybdenum (as TRAACS
®
molybdenum glycinate chelate)
50 mcg
67%
Potassium (as Albion
®
potassium glycinate complex)
50 mg
1%
Malic Acid (as DimaCal
®
di-calcium malate and Albion
®
di-magnesium malate)
621 mg
**
Betaine HCl
200 mg
**
Lithium (as lithium orotate)
250 mcg
**
Vanadium (as TRAACS
®
vanadium nicotinate glycinate chelate)
30 mcg
**",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/mineralbalance.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/mineral-balance,True,[],[]
Move-It,$25.00 USD,"Move-It
Move-It
is designed to support gastrointestinal (GI) regularity and complement dietary fiber intake. Magnesium citrate is present to support muscle relaxation and bowel elimination. Cape Aloe is added to support normal GI transit time and stool bulk. Triphala, a balanced blend of astringent fruits used extensively in Ayurveda, is present to support all phases of digestion, assimilation, and elimination. Gastrointestinal regularity in turn plays a fundamental role in detoxification, providing a major route for elimination of toxins.*
Supports Digestion, Assimilation, and Elimination*
Promotes Gastrointestinal Motility and Stool Bulk*
Supports Final Phases of Detoxification*
Supplement Facts
Serving Size: 2 Capsules
Amount Per Serving
% Daily Value
Magnesium (as magnesium citrate)
200 mg
50%
Cape Aloe (
Aloe ferox
)(leaf)
300 mg
**
Triphala Extract (
Emblica officinalis
) (fruit), (
Terminalia
chebula
)(fruit), (
Terminalia
belerica
)(fruit) (45% tannins)
75 mg
**",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/moveit.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/move-it,True,"['Mind', 'Body']","['Body', 'Mind']"
Nac-Well,$29.00 USD,"• Supports glutathione synthesis, key cellular antioxidant and conjugator of numerous environmental toxins*
• Improves endothelial function and supports nitric oxide synthesis*
• 500 mg NAC per capsule allows for easy and therapeutic dosing levels
• Stable and well-absorbed form of the easily oxidized amino acid L-cysteine
• Evidence base for diverse clinical uses*
Wheat Free
Dairy/ Milk Free
Gluten Free
Soy Free
Yeast Free
Sugar Free
Preservative Free
Salt Free
Corn Free
Free of Artificial Colors/Flavors
Egg Free
Shellfish Free
Non-GMO
Fish Free
Tree Nut Free",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/nacwell.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/nac-well,True,[],[]
NATTOKINASE 100mg,$46.00 USD,"Isolated, purified and encapsulated nattokinase, an enzyme derived from boiled soybeans and a selected, patented strain of Bacillus subtilis natto. Nattokinase NSK-SD® was the first nattokinase introduced into the US market, and it has established standardization and quality levels for all nattokinase, with comprehensive safety studies and proven potency. It is vegetarian, non-irradiated, and free of vitamin K2. NSK-SD® has two Japanese and three U.S. patents, and is recognized by the JHFA (Japan Health and Nutrition Food Authorization) and JNKA (Japan Nattokinase Association) as authentic nattokinase. NSK-SD® is a trademark of Japan BioScience Laboratory.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/nattokaniase.jpg; https://wellnessshoppes.com/cdn/shop/products/nattokaniase.jpgimg.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/nattokinase-100mg,False,['Body'],['Body']
Nia Well,$33.00 USD,"Size: 60 tablets
Niacin is one of the most studied and documented nutrients for support of lipid levels already within the normal range, especially high-density lipoprotein cholesterol (HDL-C) levels. Sustained-release niacin, as found in NiaWell™, has a lesser flushing effect compared with instant-release niacin. Use of a proprietary, wax-coated technology permits release that is complete in seven to eight hours, the time that is considered ideal for a time-release form of niacin.*
• Supports the Maintenance of Healthy Blood Lipids*
• Supports Normal Carotid Intima-Media Thickness (CIMT)*
Each capsule contains: 750 MG of Niacin  (as nicotinic acid)",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/niawell.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/nia-well,True,['Body'],['Body']
NiaVasc 750 120 size,$48.00 USD,"Niacin is one of the most studied and documented nutrients for support of lipid levels already within the normal range, especially high-density lipoprotein cholesterol (HDL-C) levels. Sustained-release niacin, as found in
NiaVasc
™
750
, has a lesser flushing effect compared with instant-release niacin. Use of a proprietary, wax-coated technology permits release that is complete in seven to eight hours, the time that is considered ideal for a time-release form of niacin.*
Supplement Facts
Serving Size: 1 Tablet
Servings Per Container: 120
Amount Per Serving
% Daily Value
Niacin
750 mg
4688%
All Formulas Meet or Exceed cGMP Quality Standards.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/niavasc750.jpg; https://wellnessshoppes.com/cdn/shop/products/NiaVasc750_120cL__77985.webp; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/niavasc-750-120-size,False,[],[]
No-Flush Niacin,$28.40 USD,"Size: 100 capsules
400 mg. No-Flush Niacin",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/noflushniacin.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/no-flush-niacin,True,[],[]
Nufola,$40.00 USD,"Nufola is part of the Multivitamin and Mineral Supplements class and
treats Nutritional Deficiencies
. Multivitamin and mineral supplements are used to provide higher concentrations of vitamins and minerals for prenatal nutrition, iron deficiency, and nutritional deficiency.
Nufola Active Ingredients:
25mg Vitamin B-6 (Pyridoxal 5-phosphate), 3.5mg Folate (L-5-methyltetrahydrofolic acid calcium salt),1mg Vitamin B-12 (methylcobalamin), 300mg Alpha Lipoic Acid
Nufola Inactive Ingredients:
Vegetable capsule (hypromellose, purple carrot), water, long grain white rice flour, magnesium stearate, Magnesium Stearate (vegetable grade), Silicon Dioxide",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/nufloa.jpg; https://wellnessshoppes.com/cdn/shop/products/nuflolaing.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/nufola,False,[],[]
Olive Leaf Extract 500mg,$13.00 USD,"The Olive tree (Olea europaea) has been an integral part of Mediterranean and Middle Eastern cultures for millennia. Although traditional herbalists have primarily used its leaves in teas, they have also been used in foods. Olive leaves have the highest free radical scavenging power among the different parts of the Olive tree. NOW® Olive Leaf Extract is manufactured under strict quality control conditions and is standardized to a minimum of 6% Oleuropein.*
Natural color variation may occur in this product.
• Standardized to 6% Oleuropein
Olive Leaf Extract (Olea europaea) (Standardized to contain min. 6% Oleuropein)
500 mg
Other Ingredients:
Cellulose (capsule), Magnesium Stearate (vegetable source), Silica",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/oliveleaf.jpg; https://wellnessshoppes.com/cdn/shop/products/oliveleafing.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/olive-leaf-extract-500mg,False,[],[]
Opti-Zinc 20mg Zinc,$12.50 USD,"supply elemental zinc monomethionine, a chemically defined, patented organic compound which provides zinc and the amino acid methionine.
Zinc is an essential trace mineral required for numerous biochemical and physiological processes in the body. Zinc is important for healthy functioning of all organs. It is essential for more than 30 enzyme reactions that control a variety of functions. Zinc is an important component of superoxide dismutase (SOD), a major protective antioxidant enzyme. Zinc-dependent enzymes are involved in growth, immunity, and tissue repair.
†
Zinc is especially important for healthy functioning of the prostate and the male reproductive system, and for normal, healthy immune function.
†
L-OptiZinc® is a unique, patented form of methionine-bound zinc which has been shown in numerous studies to be better absorbed, retained longer and be more effective than other forms of zinc.
†
Features
Provides the trace mineral zinc bound to the amino acid methionine.
Studies show L-OptiZinc® is absorbed significantly better than other forms of zinc.
The only premium zinc supplement FDA-approved safe for human nutrition.
Unlike other forms of zinc absorption of L-OptiZinc® is not affected by dietary fiber and does not have a negative affect on copper absorption/status.
Benefits
Better absorption means greater bioavailability and utilization of zinc.*
L-OptiZinc® helps support antioxidant defenses by helping to increase the activity of the antioxidant enzyme superoxide dismutase.
†
L-OptiZinc® help support normal, healthy growth, specifically the release and activity of growth hormone requires zinc.
†
Studies show zinc is essential for insulin production, therefore is required to support healthy blood glucose levels.
†
Numerous studies show zinc is required for normal, healthy immune function.
L-OptiZinc® being better absorbed and retained by the body longer will have a greater impact on immune function.
†",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/optizinc.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/opti-zinc-20mg-zinc,True,['Body'],['Body']
Organic Lithium  5mg 250 Count (Orotate),$67.00 USD,"Size: 250 Vegetarian Capsules
5 mg Lithium (as Lithium Orotate Carbonate)
Orotic acid is a biochemical substance made naturally by the human body; orotates are mineral salts created by binding a mineral to orotic acid. Organic Lithium provides a well absorbed source of lithium in a low dose form to support overall healthy brain function. It is also beneficial to normal red blood cell production and a healthy state of wellbeing.
Brain, Mood, Depression",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/lithium250.jpg; https://wellnessshoppes.com/cdn/shop/products/OrganicLithium5mg250Count_Orotate_ing.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/organic-lithium-orate-5mg-250-count,True,"['Mind', 'Body', 'Spirit']","['Body', 'Mind', 'Spirit']"
Organic Lithium 5mg (Orotate),$35.00 USD,"Size: 100 Vegetarian Capsules
5 mg Lithium (as Lithium Orotate Carbonate)
Orotic acid is a biochemical substance made naturally by the human body; orotates are mineral salts created by binding a mineral to orotic acid. Organic Lithium provides a well absorbed source of lithium in a low dose form to support overall healthy brain function. It is also beneficial to normal red blood cell production and a healthy state of wellbeing.
Brain, Mood, Depression",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/lithium100mg.jpg; https://wellnessshoppes.com/cdn/shop/products/OrganicLithium5mg250Count_Orotate_ing_4690ed4f-8e17-4005-9c89-60f005cc7642.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/organic-lithium-5mg-orotate,False,"['Mind', 'Body', 'Spirit']","['Body', 'Mind', 'Spirit']"
Ortho Biotic Probiotic 60 Count,$66.90 USD,"60 count Probiotic (multi-strain with Saccharomyces)
20 Billion CFU* of:
Lactobacillus acidophilus, Lactobacillus paracasei, Bifidobacterium lactis, Bifidobacterium bifidum, Lactobacillus plantarum, Lactobacillus rhamnosus, & 2 Billion CFU * of Saccharomyces boulardii
*Colony Forming Units (probiotic measurement)",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/orthobiotic60.jpg; https://wellnessshoppes.com/cdn/shop/products/OrthoBioticProbioticing.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/ortho-biotic-probiotic-60-count,False,[],[]
Ortho-Biotic 30caps,$41.00 USD,"30 count Probiotic (multi-strain with Saccharomyces)
20 Billion CFU* of:
Lactobacillus acidophilus, Lactobacillus paracasei, Bifidobacterium lactis, Bifidobacterium bifidum, Lactobacillus plantarum, Lactobacillus rhamnosus, & 2 Billion CFU * of Saccharomyces boulardii
*Colony Forming Units (probiotic measurement)",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/orthobiotic30.jpg; https://wellnessshoppes.com/cdn/shop/products/OrthoBioticProbioticing_53f6bd60-23f7-4096-b9b7-8e216b9317ed.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/ortho-biotic-30caps,False,[],[]
Pro-Flora Women's Probiotic,$36.00 USD,"30 capsules of Women’s Probiotic with a combination of Lactobacillus rhamnosus GR-1® and Lactobacillus reuteri RC-14® to promote vaginal colonization.*
1 Billion CFU* of Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14
*Colony Forming Units (probiotic measurement)",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/proflora.jpg; https://wellnessshoppes.com/cdn/shop/products/Pro-FloraWomen_sProbioticing.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/pro-flora-womens-probiotic,False,[],[]
Probio Move It,$42.00 USD,,https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/probiomoveit.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/probio-move-it,True,[],[]
Progesta-Well,$29.00 USD,"Progesta-Well
1 full pump dispenses 20 Mg USP Progesterone Cream
3 oz. (conatins 65 servings)
Gluten Free, Soy Free, Paraben Free, Vegetarian, Vegan, Non-GMO, No Artificial Fragrance, No Artificial Colors, Unscented
Ingredients:
Water (Aqua), Aloe Barbadensis Leaf Juice*, Glyceryl Stearate SE, Glycerin, Stearic Acid (vegetable source), Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetearyl Alcohol & Cetearyl Glucoside, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Natural Progesterone (USP Grade), Phenoxyethanol & Ethylhexylglycerin, Xanthan Gum, Rosmarinus Officinalis (Rosemary) Leaf Extract, Potassium Sorbate, Panthenol, Retinyl Palmitate (Vitamin A), Daucus Carota Sativa (Carrot) Seed Oil, Tocopherol (Vitamin E) (soy-free), Angelica Polymorpha Sinensis (Dong Quai) Root Extract, Serenoa Serrulata (Saw Palmetto) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Cymbopogon Flexuosus (Lemongrass) Oil. *Organic Ingredients",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/progestawell.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/progesta-well,True,[],[]
ProLean Pro,$56.99 USD,,https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/proleanpro.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/prolean-pro,True,[],[]
Prostate Wellness,$38.00 USD,"Size: 60 Capsules
provides select nutrients and herbal extracts to support the prostate gland.* It includes a blend of amino acids proven by independent clinical trials to promote prostate health and normal urinary function.* The saw palmetto supports proper urinary and prostate function by supporting male health.* Pumpkin seed oil extract provides essential fatty acids while nettle root extract helps maintain healthy hormone metabolism in the prostate cells.* Additionally, this formula contains lycopene, a potent antioxidant found in high concentrations in healthy prostate tissue.* Zinc has been added for its known role in healthy prostatic function.*
Two Capsules Contain:
Zinc (TRAACS® zinc glycinate chelate) ………………….. 5 mg
Saw Palmetto Berry Extract ……………………………. 250 mg
(standardized to provide 40% free fatty acids)
Pumpkin Seed (Extract) (oil) ………………………….. 250 mg
Broccoli Seed Extract ………………………………… 150 mg
Providing:
Sulforaphane Glucosinolate† …………………………… 15 mg
Glycine …………………………………………….. 100 mg
L-Alanine …………………………………………… 100 mg
L-Glutamic Acid ……………………………………… 100 mg
Nettle Root Extract (4:1 extract) ……………………… 100 mg
Ginseng Root (powder; White Korean) (Panax ginseng) ……… 50 mg
Pygeum africanum (Bark) (Extract) (std. to 13% sterols) ….. 20 mg
Lycopene ……………………………………………. 15 mg
Other Ingredients:
HPMC (vegetable capsule), MCC (microcrystalline cellulose), rice flour, ascorbyl palmitate, silica.
†Sulforaphane Glucosinolate is produced under US patents: 5,725,895; 5,968,567; 6,177,122; 6,242,018; 7,303,770 and patents pending.
TRAACS® is a registered trademark of Albion Laboratories, Inc.
Free of: Milk, eggs, fish, shellfish, tree nuts, peanuts, wheat, soy.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/prostatewellness.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/prostate-wellness,True,['Body'],['Body']
Pyloricil,$60.00 USD,"Pyloricil is formulated to support the health of the stomach lining and GI tract with unique ingredients that promote microbial balance. Pyloricil provides zinc carnosine, a zinc complex of L-carnosine approved in Japan since 1994 for its use in stomach health; mastic gum, traditionally used to protect the stomach lining and shown in studies to promote microbial balance; bismuth citrate, used to promote normal bacterial growth, and for its soothing action on the gastric and mucosal lining; and berberine sulfate, a compound with microbial-balancing properties.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/pylorocil.jpg; https://wellnessshoppes.com/cdn/shop/products/Pyloriciling.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/pyloricil,False,['Body'],['Body']
Q Forte,$43.00 USD,"Quercetin-Bromelain Forté™ provides a mixture of proteolytic enzymes and bioflavonoids that help regulate the immune cytokine response.
†
Quercetin is a powerful bioflavonoid that protects cells and tissues against free radicals.
†
Bromelain, papain, and pancreatin provide a mixture of protein-specific and other enzymes that help ensure proper breakdown of protein molecules that may otherwise cause irritation.
†
Vitamin C, buffered with magnesium to eliminate acidity, supports histamine metabolism, detoxification processes, and collagen synthesis.
†
Serving Size 2 Capsules
Amount Per 2 Capsules
% Daily Value
Vitamin C (as magnesium ascorbate)
200 mg
222%
Magnesium (as magnesium ascorbate)
25 mg
6%
Quercetin (as quercetin dihydrate)(derived from Japanese pagoda tree)(
Sophora japonica
)(flower bud extract)
500 mg
*
Rutin (Sophora japonica)(Japanese pagoda tree bud extract)
50 mg
*
Bromelain (600 GDUΔ)(pineapple enzyme)
250 mg
*
Papain (300,000 PUΔ)(papaya enzyme)
150 mg
*
Pancreatin 8X USP (from porcine pancreas) Equivalent to 400 mg pancreatin USP with the following enzyme activity:
50 mg
*
Lipase
800 USP Units
*
Protease
10,000 USP Units
*
Amylase
10,000 USP Units
*",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/qforte.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/q-forte,True,['Body'],['Body']
Red Yeast Rice Extract 600mg,$28.00 USD,"Red Yeast Rice is a natural product that has been used by Asian traditional herbalists since approximately 800 A.D. Produced by fermenting Red Yeast (Monascus purpureus) with white rice, Red Yeast Rice is commonly used in cooking applications to enhance the color and flavor of foods. Protocol For Life Balance® Red Yeast Rice Extract is carefully produced to avoid the presence of citrinin, an unwanted by-product of the fermentation process.
• Made with Organic Red Yeast Rice
Wheat Free
Dairy/ Milk Free
Gluten Free
Vegetarian
Soy Free
Sugar Free
Preservative Free
Salt Free
Vegan
Egg Free
Shellfish Free",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/redyeast.jpg; https://wellnessshoppes.com/cdn/shop/products/redyeasting.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/red-yeast-rice-extract-600mg,False,[],[]
Resveratrol Ultra HP,$52.00 USD,"Size: 60 softgels
Resveratrol Ultra HP is a powerful antioxidant to support cellular health by reducing oxidative stress.* Resveratrol Ultra contains pure trans-resveratrol.
Powerful antioxidant to support cellular health by reducing oxidative stress.*
Resveratrol Ultra contains pure trans-resveratrol which supports cardiovascular health.* Resveratrol Ultra also contains rutin (quercetin rutinoside), a bioflavonoid from Japanese sophora (Sophora japonica) flower bud, which is converted to quercetin in the body. Research suggests that the combination of quercetin and resveratrol provides support for the immune system than either compound alone.*
• Once-daily, soy-free softgel
• Synergistic combination of resveratrol and rutin
• Provides 100% pure trans-resveratrol
Each Softgel Contains:
Proprietary Longevity Blend
™
*
Giant knotweed root and rhizome extract and French whole wine grape extract containing:
Resveratrol…….175 mg
as 100% trans-resveratrol, the most biologically active form of resveratrol
375 mg**
Japanese Sophora (
Sophora japonica
) Flower Bud Extract standardized to contain 74% rutin (quercetin rutinoside)
75 mg**
Related",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/resveratrol.jpg; https://wellnessshoppes.com/cdn/shop/products/ResveratrolUltraHPing.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/resveratrol-ultra-hp,False,['Body'],['Body']
Sinatrol,$37.00 USD,"Clinical Applications
Provides Support for Sinus and Respiratory Challenges
Boosts Immune Response
Helps Soothe Sinus Tissue
Optimal sinus health requires adequate mucus flow and clearance throughout the nasal cavities. The sinuses are hollow cavities branching from the nasal passages. While the nasal passages are often colonized with bacteria, the sinuses are typically sterile under healthy conditions. The sinuses and nasal passages are lined with soft tissue, called mucosa, that feature thin, hair-like projections called cilia. Specialized cells of the",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/files/516-sinatrol.webp; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/sinatrol,False,['Body'],['Body']
